foxf1_ko_10hpf_rnaseq_june_6	foxf_ko_10hpf_rnaseq_may_31	lacz1_ko_10hpf_rnaseq_may_31	lacz2_ko_10hpf_rnaseq_june_6	ngn2_ko_10hpf_rnaseq_june_6	ngn2_ko_10hpf_rnaseq_may_31
KH2013:KH.C4.331	10	41	12	4	4	14
KH2013:KH.C4.332	62	198	80	69	96	368
KH2013:KH.C4.333	38	76	36	27	31	95
KH2013:KH.C4.334	2	0	1	0	1	11
KH2013:KH.C4.335	1029	2705	1438	786	669	4631
KH2013:KH.C4.336	19	61	26	28	26	69
KH2013:KH.C4.337	48	151	73	33	34	189
KH2013:KH.C4.338	258	658	317	216	243	1038
KH2013:KH.C4.339	96	118	62	102	122	197
KH2013:KH.C4.34	1199	3902	1795	643	898	6406
KH2013:KH.C4.340	1	1	1	0	0	4
KH2013:KH.C4.341	38	177	33	37	81	172
KH2013:KH.C4.342	324	676	334	309	346	1137
KH2013:KH.C4.343	24105	52683	32185	13073	18545	70225
KH2013:KH.C4.344	6	3	2	1	2	11
KH2013:KH.C4.345	405	1241	661	397	492	1875
KH2013:KH.C4.346	132	338	172	89	104	477
KH2013:KH.C4.347	64	116	50	46	40	151
KH2013:KH.C4.349	0	1	0	2	0	2
KH2013:KH.C4.35	51	96	83	58	54	221
KH2013:KH.C4.350	16	43	12	7	22	37
KH2013:KH.C4.351	0	1	0	0	0	0
KH2013:KH.C4.352	36	83	47	29	35	125
KH2013:KH.C4.353	20	30	23	17	19	63
KH2013:KH.C4.354	20	67	34	21	26	111
KH2013:KH.C4.355	4	27	2	3	1	26
KH2013:KH.C4.356	2	24	13	0	10	32
KH2013:KH.C4.357	103	191	110	64	107	324
KH2013:KH.C4.358	6	18	5	10	5	35
KH2013:KH.C4.359	395	1239	485	356	493	1503
KH2013:KH.C4.36	115	134	113	150	163	300
KH2013:KH.C4.360	51	129	94	41	26	243
KH2013:KH.C4.361	0	0	0	0	0	0
KH2013:KH.C4.362	118	227	141	59	126	352
KH2013:KH.C4.363	438	1148	544	312	390	1466
KH2013:KH.C4.364	254	709	330	236	336	914
KH2013:KH.C4.365	47	152	58	31	37	153
KH2013:KH.C4.366	535	1254	570	495	532	1691
KH2013:KH.C4.367	31	93	53	8	20	157
KH2013:KH.C4.368	325	692	382	234	284	1022
KH2013:KH.C4.369	3	1	2	3	6	8
KH2013:KH.C4.37	93	247	100	71	87	322
KH2013:KH.C4.370	176	412	279	177	249	837
KH2013:KH.C4.371	4	3	1	2	3	4
KH2013:KH.C4.372	23	105	66	25	42	225
KH2013:KH.C4.373	4	19	4	3	4	26
KH2013:KH.C4.375	288	744	418	211	271	1211
KH2013:KH.C4.376	2	2	2	0	3	5
KH2013:KH.C4.377	142	303	147	92	95	408
KH2013:KH.C4.378	10	11	7	2	7	28
KH2013:KH.C4.379	82	143	78	54	69	245
KH2013:KH.C4.38	0	0	0	0	1	2
KH2013:KH.C4.380	21	104	38	37	39	124
KH2013:KH.C4.381	94	255	105	82	76	357
KH2013:KH.C4.382	9	11	8	8	11	50
KH2013:KH.C4.383	71	197	125	77	95	295
KH2013:KH.C4.384	149	321	184	126	121	608
KH2013:KH.C4.385	71	227	121	80	121	404
KH2013:KH.C4.386	0	25	12	7	15	19
KH2013:KH.C4.387	76	234	122	61	93	424
KH2013:KH.C4.388	96	110	46	49	83	134
KH2013:KH.C4.389	654	1578	877	405	596	2490
KH2013:KH.C4.39	189	563	239	145	168	822
KH2013:KH.C4.390	157	309	140	114	135	403
KH2013:KH.C4.391	1027	2209	1444	785	976	4122
KH2013:KH.C4.392	84	186	107	74	79	287
KH2013:KH.C4.393	34	157	69	34	64	186
KH2013:KH.C4.394	97	249	194	214	228	679
KH2013:KH.C4.395	21	38	30	34	99	47
KH2013:KH.C4.396	264	682	304	210	256	949
KH2013:KH.C4.397	1	0	0	2	0	5
KH2013:KH.C4.398	18	58	24	21	22	90
KH2013:KH.C4.399	65	122	62	30	68	218
KH2013:KH.C4.4	248	522	306	192	175	939
KH2013:KH.C4.40	501	1090	557	394	495	1847
KH2013:KH.C4.401	184	424	239	135	158	682
KH2013:KH.C4.402	16	57	13	10	10	69
KH2013:KH.C4.403	13	30	12	13	9	38
KH2013:KH.C4.404	2	27	15	14	6	34
KH2013:KH.C4.405	10	8	3	11	17	24
KH2013:KH.C4.406	2	3	1	3	1	4
KH2013:KH.C4.407	460	1177	612	291	311	1921
KH2013:KH.C4.408	154	528	219	108	162	625
KH2013:KH.C4.409	10	40	13	9	11	57
KH2013:KH.C4.41	503	1099	567	345	420	1613
KH2013:KH.C4.410	1718	4064	2081	1094	1701	6581
KH2013:KH.C4.411	16	71	36	65	27	115
KH2013:KH.C4.412	0	0	0	0	0	8
KH2013:KH.C4.413	57	158	98	48	62	264
KH2013:KH.C4.414	42	112	68	38	57	146
KH2013:KH.C4.415	64	137	57	36	54	153
KH2013:KH.C4.416	117	282	123	92	108	460
KH2013:KH.C4.417	3	10	4	6	4	26
KH2013:KH.C4.418	56	211	64	63	100	196
KH2013:KH.C4.419	30	39	18	13	16	95
KH2013:KH.C4.42	88	259	84	98	85	401
KH2013:KH.C4.420	1025	2238	1014	740	951	3381
KH2013:KH.C4.421	8	24	11	10	7	65
KH2013:KH.C4.422	0	0	0	0	1	2
KH2013:KH.C4.423	1	81	79	0	3	185
KH2013:KH.C4.424	2	4	0	0	0	3
KH2013:KH.C4.425	13	58	11	10	23	38
KH2013:KH.C4.426	842	1958	1010	660	825	2888
KH2013:KH.C4.427	0	0	0	0	0	0
KH2013:KH.C4.428	14	57	52	15	32	93
KH2013:KH.C4.429	108	272	152	61	98	357
KH2013:KH.C4.43	258	427	207	166	255	606
KH2013:KH.C4.430	33	93	26	7	21	71
KH2013:KH.C4.431	1	2	1	0	0	3
KH2013:KH.C4.432	22	62	46	21	28	171
KH2013:KH.C4.433	2	3	1	0	1	1
KH2013:KH.C4.434	93	271	120	54	98	321
KH2013:KH.C4.435	228	831	564	373	347	1934
KH2013:KH.C4.436	21	75	44	34	34	162
KH2013:KH.C4.437	40	125	64	34	42	200
KH2013:KH.C4.438	7	20	17	9	7	35
KH2013:KH.C4.439	0	0	0	0	1	0
KH2013:KH.C4.44	32	197	75	62	91	235
KH2013:KH.C4.440	609	1274	723	324	456	1923
KH2013:KH.C4.441	56	230	110	68	74	247
KH2013:KH.C4.442	0	1	0	0	0	4
KH2013:KH.C4.443	220	452	239	162	213	672
KH2013:KH.C4.444	398	1120	634	383	584	1679
KH2013:KH.C4.445	0	0	0	1	0	0
KH2013:KH.C4.446	7	7	6	3	3	13
KH2013:KH.C4.447	1	10	1	3	2	12
KH2013:KH.C4.448	38	120	64	53	45	210
KH2013:KH.C4.449	99	188	153	65	97	491
KH2013:KH.C4.45	839	2209	1702	1540	1452	4820
KH2013:KH.C4.450	63	435	64	17	24	117
KH2013:KH.C4.451	1	2	0	0	3	1
KH2013:KH.C4.452	3	11	9	1	11	46
KH2013:KH.C4.453	2010	4765	2657	1143	1583	7503
KH2013:KH.C4.454	2	4	0	0	2	4
KH2013:KH.C4.455	14	206	117	35	42	312
KH2013:KH.C4.456	1	4	1	0	1	9
KH2013:KH.C4.457	2	4	3	0	6	9
KH2013:KH.C4.458	367	1000	518	273	410	1557
KH2013:KH.C4.459	29	79	43	12	25	123
KH2013:KH.C4.46	383	859	440	320	391	1349
KH2013:KH.C4.460	131	384	184	111	164	652
KH2013:KH.C4.461	235	444	212	127	137	687
KH2013:KH.C4.462	16	43	26	14	13	47
KH2013:KH.C4.463	0	4	0	1	1	10
KH2013:KH.C4.464	453	1269	712	436	452	2037
KH2013:KH.C4.465	2	5	5	3	4	6
KH2013:KH.C4.466	132	289	155	116	143	561
KH2013:KH.C4.467	318	1269	1014	367	422	2856
KH2013:KH.C4.468	309	864	430	285	349	1293
KH2013:KH.C4.469	118	314	174	94	129	513
KH2013:KH.C4.47	205	518	249	154	153	814
KH2013:KH.C4.470	794	1966	1010	574	782	3002
KH2013:KH.C4.471	658	1801	970	458	530	2893
KH2013:KH.C4.472	2	4	1	3	2	8
KH2013:KH.C4.473	7	48	20	10	21	80
KH2013:KH.C4.474	53	142	74	26	53	213
KH2013:KH.C4.475	180	305	168	121	167	474
KH2013:KH.C4.476	115	365	198	97	126	561
KH2013:KH.C4.477	29	56	23	11	22	69
KH2013:KH.C4.478	21	56	21	11	17	57
KH2013:KH.C4.479	420	1168	588	347	442	1738
KH2013:KH.C4.48	169	267	167	137	164	483
KH2013:KH.C4.480	373	956	446	230	297	1464
KH2013:KH.C4.481	662	1610	778	378	387	2467
KH2013:KH.C4.482	134	337	167	143	105	491
KH2013:KH.C4.483	0	0	0	0	0	1
KH2013:KH.C4.484	55	136	85	41	74	286
KH2013:KH.C4.485	127	317	149	99	129	493
KH2013:KH.C4.486	13	23	7	7	7	37
KH2013:KH.C4.487	6	18	12	6	11	27
KH2013:KH.C4.488	5	10	5	1	2	21
KH2013:KH.C4.489	56	206	111	52	77	340
KH2013:KH.C4.49	568	1815	917	443	665	2797
KH2013:KH.C4.490	735	1930	947	608	787	2742
KH2013:KH.C4.491	52	209	74	49	67	283
KH2013:KH.C4.492	465	972	699	497	603	1984
KH2013:KH.C4.493	42	63	40	43	35	161
KH2013:KH.C4.494	75	298	82	79	102	208
KH2013:KH.C4.495	5	19	8	5	4	39
KH2013:KH.C4.496	258	627	363	237	283	1014
KH2013:KH.C4.497	105	348	111	98	134	358
KH2013:KH.C4.498	0	0	0	0	0	0
KH2013:KH.C4.499	0	0	0	0	0	0
KH2013:KH.C4.5	9	34	13	17	28	50
KH2013:KH.C4.50	8	39	27	21	31	79
KH2013:KH.C4.500	3	13	11	0	1	25
KH2013:KH.C4.502	1	11	15	2	5	15
KH2013:KH.C4.504	211	586	314	175	195	818
KH2013:KH.C4.505	117	277	153	97	96	465
KH2013:KH.C4.506	5330	14553	7316	4900	6391	21680
KH2013:KH.C4.507	4	3	3	0	1	7
KH2013:KH.C4.508	4	17	10	1	13	13
KH2013:KH.C4.509	1184	2570	1245	668	896	3621
KH2013:KH.C4.51	8	34	29	16	13	88
KH2013:KH.C4.510	7	22	10	7	7	13
KH2013:KH.C4.511	3	4	3	2	0	12
KH2013:KH.C4.512	558	1339	638	432	554	1973
KH2013:KH.C4.513	22	127	21	25	44	71
KH2013:KH.C4.514	34	68	27	28	41	109
KH2013:KH.C4.515	19	56	29	12	24	69
KH2013:KH.C4.516	1702	3948	1914	1325	2039	5824
KH2013:KH.C4.517	3	14	8	0	0	16
KH2013:KH.C4.518	42	117	94	15	42	132
KH2013:KH.C4.519	284	552	288	217	270	847
KH2013:KH.C4.52	137	438	157	114	206	465
KH2013:KH.C4.520	16	17	14	13	12	50
KH2013:KH.C4.521	2	25	12	1	6	60
KH2013:KH.C4.522	0	0	0	0	0	0
KH2013:KH.C4.523	217	522	308	156	278	929
KH2013:KH.C4.524	15	28	12	6	7	26
KH2013:KH.C4.525	16	61	23	9	10	46
KH2013:KH.C4.526	78	215	87	70	71	306
KH2013:KH.C4.527	3	5	5	4	2	14
KH2013:KH.C4.528	7	47	20	6	12	39
KH2013:KH.C4.529	28	50	24	18	26	78
KH2013:KH.C4.53	26	87	46	38	48	152
KH2013:KH.C4.530	5	8	6	1	2	0
KH2013:KH.C4.531	127	356	161	96	134	454
KH2013:KH.C4.532	289	668	338	263	247	1104
KH2013:KH.C4.533	44	111	41	22	26	186
KH2013:KH.C4.534	32	115	40	21	35	168
KH2013:KH.C4.535	293	763	371	212	236	1125
KH2013:KH.C4.536	53	190	134	52	75	384
KH2013:KH.C4.537	34	57	34	31	39	84
KH2013:KH.C4.538	1292	3266	1778	1021	1275	4997
KH2013:KH.C4.539	91	570	307	129	122	785
KH2013:KH.C4.54	16	37	16	8	11	37
KH2013:KH.C4.540	42	79	43	21	24	118
KH2013:KH.C4.542	9	6	5	3	2	7
KH2013:KH.C4.543	62	166	102	42	71	224
KH2013:KH.C4.544	97	294	132	53	81	432
KH2013:KH.C4.545	20	48	20	10	11	74
KH2013:KH.C4.546	248	618	286	127	185	734
KH2013:KH.C4.547	268	825	308	295	456	948
KH2013:KH.C4.548	294	815	528	386	524	1619
KH2013:KH.C4.549	311	803	464	344	374	1336
KH2013:KH.C4.55	31	89	39	17	32	133
KH2013:KH.C4.550	4	4	4	7	9	30
KH2013:KH.C4.551	338	579	294	183	248	985
KH2013:KH.C4.552	23	32	10	17	22	46
KH2013:KH.C4.553	36	50	46	36	26	136
KH2013:KH.C4.554	18	24	24	16	24	50
KH2013:KH.C4.555	28	44	42	37	49	78
KH2013:KH.C4.556	14	9	20	7	24	53
KH2013:KH.C4.557	126	342	194	136	138	593
KH2013:KH.C4.558	0	0	0	0	1	1
KH2013:KH.C4.559	7	70	17	8	21	112
KH2013:KH.C4.56	30	98	47	21	23	100
KH2013:KH.C4.561	17	39	18	12	11	70
KH2013:KH.C4.562	2	2	0	0	1	4
KH2013:KH.C4.563	29	48	24	16	26	78
KH2013:KH.C4.564	211	515	270	174	229	794
KH2013:KH.C4.565	96	269	131	66	122	445
KH2013:KH.C4.566	344	846	517	254	321	1373
KH2013:KH.C4.567	3	20	11	2	7	12
KH2013:KH.C4.568	135	142	126	79	137	255
KH2013:KH.C4.569	181	425	201	117	141	620
KH2013:KH.C4.57	5655	12267	6223	3201	4343	18824
KH2013:KH.C4.570	5	22	6	3	7	24
KH2013:KH.C4.571	174	420	220	112	137	754
KH2013:KH.C4.572	176	483	224	124	175	745
KH2013:KH.C4.573	1	14	6	6	13	10
KH2013:KH.C4.574	110	276	110	73	95	355
KH2013:KH.C4.575	7	19	9	11	13	44
KH2013:KH.C4.576	116	298	186	95	119	557
KH2013:KH.C4.577	132	1424	789	221	285	2100
KH2013:KH.C4.578	1	7	11	6	3	9
KH2013:KH.C4.579	1347	2988	1409	916	1146	4424
KH2013:KH.C4.580	156	334	150	100	107	520
KH2013:KH.C4.581	0	1	0	0	0	0
KH2013:KH.C4.582	60	235	132	40	84	328
KH2013:KH.C4.583	12	23	16	12	19	60
KH2013:KH.C4.584	335	859	360	261	428	1198
KH2013:KH.C4.585	6	16	8	11	3	45
KH2013:KH.C4.586	7	33	30	10	12	58
KH2013:KH.C4.587	54	127	89	54	40	253
KH2013:KH.C4.588	0	2	2	0	0	2
KH2013:KH.C4.589	887	2397	1191	743	1103	3306
KH2013:KH.C4.59	66	147	76	49	67	240
KH2013:KH.C4.590	22	59	28	8	19	106
KH2013:KH.C4.591	75	211	97	60	75	376
KH2013:KH.C4.592	0	14	2	8	7	17
KH2013:KH.C4.593	25	67	29	22	23	107
KH2013:KH.C4.594	2	1	1	1	2	1
KH2013:KH.C4.595	338	819	406	250	307	1011
KH2013:KH.C4.596	62	126	81	51	59	201
KH2013:KH.C4.597	183	415	201	170	218	601
KH2013:KH.C4.598	3	3	2	1	3	2
KH2013:KH.C4.599	477	1224	609	433	552	1906
KH2013:KH.C4.6	64	49	20	19	43	73
KH2013:KH.C4.60	42	124	69	33	53	145
KH2013:KH.C4.600	215	524	234	155	201	746
KH2013:KH.C4.601	44	88	67	52	61	126
KH2013:KH.C4.602	444	1032	534	217	350	1270
KH2013:KH.C4.603	309	711	412	258	293	1176
KH2013:KH.C4.604	84	264	145	76	90	369
KH2013:KH.C4.605	40	95	44	29	23	211
KH2013:KH.C4.606	12	29	34	12	29	57
KH2013:KH.C4.607	9	10	10	3	5	24
KH2013:KH.C4.608	58	240	111	34	83	357
KH2013:KH.C4.609	352	958	469	266	412	1415
KH2013:KH.C4.61	0	0	1	0	0	0
KH2013:KH.C4.610	68	137	85	37	47	200
KH2013:KH.C4.611	31	84	34	23	27	139
KH2013:KH.C4.612	0	3	1	1	0	1
KH2013:KH.C4.613	405	924	553	263	334	1375
KH2013:KH.C4.614	96	207	127	42	77	364
KH2013:KH.C4.615	2	3	1	0	0	8
KH2013:KH.C4.616	0	7	2	0	2	4
KH2013:KH.C4.617	379	782	429	312	314	1102
KH2013:KH.C4.618	8	79	74	14	22	123
KH2013:KH.C4.619	433	1032	565	361	465	1509
KH2013:KH.C4.62	1	0	0	0	2	14
KH2013:KH.C4.620	483	1360	801	399	423	2044
KH2013:KH.C4.621	64	156	74	37	67	278
KH2013:KH.C4.622	74	150	103	41	77	245
KH2013:KH.C4.623	630	1736	843	538	645	2742
KH2013:KH.C4.624	0	12	7	1	0	15
KH2013:KH.C4.625	0	1	1	0	0	8
KH2013:KH.C4.626	10	25	18	9	6	43
KH2013:KH.C4.627	3	0	1	0	0	6
KH2013:KH.C4.628	131	312	193	95	100	641
KH2013:KH.C4.629	131	319	126	87	129	488
KH2013:KH.C4.63	0	1	2	0	0	0
KH2013:KH.C4.630	0	1	1	1	2	9
KH2013:KH.C4.631	9	91	27	13	15	133
KH2013:KH.C4.632	53	149	96	33	59	303
KH2013:KH.C4.633	59	143	80	63	80	221
KH2013:KH.C4.634	3	1	0	0	0	0
KH2013:KH.C4.635	25781	55661	32543	15853	20869	80723
KH2013:KH.C4.636	2	16	2	1	3	10
KH2013:KH.C4.637	51	103	58	28	26	152
KH2013:KH.C4.638	12	50	12	16	22	37
KH2013:KH.C4.639	0	2	0	2	1	14
KH2013:KH.C4.64	178	484	291	197	213	818
KH2013:KH.C4.640	46	96	42	27	28	138
KH2013:KH.C4.641	41	164	126	41	57	301
KH2013:KH.C4.642	66	188	118	55	70	286
KH2013:KH.C4.643	0	0	0	0	0	1
KH2013:KH.C4.644	4	19	5	2	4	19
KH2013:KH.C4.645	8	18	15	10	12	36
KH2013:KH.C4.646	351	923	378	264	343	1312
KH2013:KH.C4.647	11	24	9	12	9	51
KH2013:KH.C4.648	4	26	5	6	24	26
KH2013:KH.C4.649	6	16	4	1	10	15
KH2013:KH.C4.65	296	663	396	211	290	1028
KH2013:KH.C4.650	1	4	0	0	2	1
KH2013:KH.C4.651	716	1911	1010	674	924	2836
KH2013:KH.C4.652	1	2	0	2	0	13
KH2013:KH.C4.653	200	514	277	128	157	851
KH2013:KH.C4.654	85	256	121	50	101	346
KH2013:KH.C4.655	1	1	0	1	1	4
KH2013:KH.C4.656	1	0	0	0	0	1
KH2013:KH.C4.657	56	124	72	44	48	184
KH2013:KH.C4.658	37	81	62	39	43	183
KH2013:KH.C4.659	0	0	2	1	2	3
KH2013:KH.C4.66	3	4	3	3	2	7
KH2013:KH.C4.660	3	4	6	0	4	9
KH2013:KH.C4.661	0	5	3	2	0	3
KH2013:KH.C4.662	273	679	318	149	256	955
KH2013:KH.C4.663	49	219	79	84	115	134
KH2013:KH.C4.664	299	832	446	224	302	1174
KH2013:KH.C4.665	42	158	103	33	60	242
KH2013:KH.C4.666	2	0	0	1	0	0
KH2013:KH.C4.667	120	298	208	115	138	457
KH2013:KH.C4.668	13	19	5	12	12	43
KH2013:KH.C4.669	1	3	2	6	4	10
KH2013:KH.C4.67	3	1	1	1	2	12
KH2013:KH.C4.670	145	291	147	107	147	439
KH2013:KH.C4.671	70	351	69	88	139	264
KH2013:KH.C4.672	7	33	16	7	17	48
KH2013:KH.C4.673	0	0	0	0	0	0
KH2013:KH.C4.674	1	5	1	0	1	7
KH2013:KH.C4.675	4	5	2	1	2	11
KH2013:KH.C4.676	250	677	314	167	193	871
KH2013:KH.C4.677	69	184	122	84	93	320
KH2013:KH.C4.678	22	79	18	28	21	117
KH2013:KH.C4.679	23	45	27	16	14	94
KH2013:KH.C4.68	90	288	130	95	100	446
KH2013:KH.C4.680	2	2	0	0	3	5
KH2013:KH.C4.681	96	220	110	79	97	312
KH2013:KH.C4.682	41	72	49	27	45	130
KH2013:KH.C4.683	7	32	14	9	10	46
KH2013:KH.C4.684	13	53	34	20	17	95
KH2013:KH.C4.685	2	10	1	3	2	17
KH2013:KH.C4.686	34	77	36	22	36	100
KH2013:KH.C4.687	24	115	43	18	24	173
KH2013:KH.C4.688	0	0	0	0	0	0
KH2013:KH.C4.689	54	112	57	27	33	154
KH2013:KH.C4.69	278	828	453	211	306	1219
KH2013:KH.C4.690	69	116	62	23	58	174
KH2013:KH.C4.691	100	274	107	65	108	394
KH2013:KH.C4.692	104	304	160	81	114	435
KH2013:KH.C4.693	4	29	8	12	19	27
KH2013:KH.C4.694	0	1	1	2	0	0
KH2013:KH.C4.695	9	12	4	6	4	12
KH2013:KH.C4.696	96	253	98	64	100	389
KH2013:KH.C4.697	10102	23093	14048	4782	7526	35427
KH2013:KH.C4.698	21	75	40	29	50	134
KH2013:KH.C4.699	284	733	372	162	238	1055
KH2013:KH.C4.7	2	19	8	4	11	40
KH2013:KH.C4.70	1	4	3	0	1	6
KH2013:KH.C4.700	37	108	83	69	51	329
KH2013:KH.C4.701	42	90	42	34	40	143
KH2013:KH.C4.702	2	25	8	4	11	54
KH2013:KH.C4.703	323	837	491	235	350	1285
KH2013:KH.C4.704	0	0	1	0	0	0
KH2013:KH.C4.705	2	6	1	0	0	8
KH2013:KH.C4.706	20	26	17	8	20	55
KH2013:KH.C4.707	42	81	36	32	33	166
KH2013:KH.C4.708	206	533	260	168	153	810
KH2013:KH.C4.709	10	6	9	10	4	28
KH2013:KH.C4.71	49	265	52	66	94	285
KH2013:KH.C4.710	23	55	23	26	23	92
KH2013:KH.C4.711	11	51	25	16	21	92
KH2013:KH.C4.712	27	48	32	31	47	121
KH2013:KH.C4.713	4	23	2	7	14	42
KH2013:KH.C4.714	3	54	3	3	7	33
KH2013:KH.C4.715	0	53	18	0	0	86
KH2013:KH.C4.716	17	81	47	20	28	133
KH2013:KH.C4.717	15	40	30	13	26	81
KH2013:KH.C4.718	228	656	306	128	200	1060
KH2013:KH.C4.719	76	168	59	40	64	178
KH2013:KH.C4.72	24	51	32	7	18	51
KH2013:KH.C4.720	14	39	16	7	17	42
KH2013:KH.C4.721	11	28	14	8	12	57
KH2013:KH.C4.722	95	347	150	105	93	430
KH2013:KH.C4.723	84	241	92	53	62	285
KH2013:KH.C4.724	2847	6398	3237	2043	2778	9366
KH2013:KH.C4.725	260	711	340	229	301	937
KH2013:KH.C4.726	43	145	88	57	69	231
KH2013:KH.C4.727	416	970	483	302	423	1560
KH2013:KH.C4.728	0	3	1	0	2	1
KH2013:KH.C4.729	1	7	2	5	6	5
KH2013:KH.C4.73	0	2	1	0	0	0
KH2013:KH.C4.730	2	8	0	0	0	15
KH2013:KH.C4.731	15	76	21	25	24	82
KH2013:KH.C4.732	20	92	50	33	23	124
KH2013:KH.C4.733	29	74	43	19	23	93
KH2013:KH.C4.734	11	32	19	5	15	38
KH2013:KH.C4.735	270	672	446	221	327	1055
KH2013:KH.C4.736	38	182	52	39	73	204
KH2013:KH.C4.737	883	2116	1091	510	622	2984
KH2013:KH.C4.738	36	133	78	32	48	240
KH2013:KH.C4.739	223	476	329	191	172	842
KH2013:KH.C4.74	0	0	0	0	0	2
KH2013:KH.C4.740	19	64	40	19	24	104
KH2013:KH.C4.741	291	749	473	260	321	1363
KH2013:KH.C4.742	7	33	25	10	21	43
KH2013:KH.C4.743	0	0	0	1	0	0
KH2013:KH.C4.744	114	282	123	94	103	448
KH2013:KH.C4.745	19	71	35	13	11	84
KH2013:KH.C4.746	55	107	59	33	78	168
KH2013:KH.C4.747	6	33	19	18	16	75
KH2013:KH.C4.748	156	397	242	138	181	664
KH2013:KH.C4.749	9	31	31	7	19	42
KH2013:KH.C4.75	450	1115	553	273	397	1561
KH2013:KH.C4.750	314	812	391	251	327	1008
KH2013:KH.C4.752	42	82	38	19	36	129
KH2013:KH.C4.753	44	247	119	106	134	365
KH2013:KH.C4.754	2	12	4	3	3	13
KH2013:KH.C4.755	6	17	13	7	1	34
KH2013:KH.C4.756	292	888	449	199	234	1218
KH2013:KH.C4.757	65	190	109	35	55	165
KH2013:KH.C4.758	233	488	261	168	199	827
KH2013:KH.C4.759	13	13	12	3	3	15
KH2013:KH.C4.76	781	1921	1098	565	885	2801
KH2013:KH.C4.760	644	1577	773	367	540	2669
KH2013:KH.C4.761	12	15	6	18	7	15
KH2013:KH.C4.762	108	164	100	65	95	300
KH2013:KH.C4.763	13	15	6	10	9	26
KH2013:KH.C4.764	113	339	178	85	120	493
KH2013:KH.C4.765	27	87	34	13	27	129
KH2013:KH.C4.766	42	63	43	33	45	143
KH2013:KH.C4.767	60	249	132	81	88	360
KH2013:KH.C4.768	113	250	136	70	79	465
KH2013:KH.C4.769	19	35	13	15	16	48
KH2013:KH.C4.77	31	63	39	27	28	124
KH2013:KH.C4.770	45	167	67	36	60	223
KH2013:KH.C4.771	663	1653	1042	648	752	2780
KH2013:KH.C4.772	63	174	93	58	64	328
KH2013:KH.C4.773	19	42	37	17	18	103
KH2013:KH.C4.774	120	241	103	62	99	300
KH2013:KH.C4.775	0	1	0	2	1	1
KH2013:KH.C4.776	2	1	0	2	1	5
KH2013:KH.C4.777	16	8	10	8	11	42
KH2013:KH.C4.778	97	324	135	87	132	505
KH2013:KH.C4.779	0	1	0	0	0	8
KH2013:KH.C4.78	19	75	24	13	21	69
KH2013:KH.C4.780	2	4	6	2	1	24
KH2013:KH.C4.781	3	20	3	3	2	26
KH2013:KH.C4.782	18	52	12	8	12	47
KH2013:KH.C4.783	184	391	200	135	165	609
KH2013:KH.C4.784	550	1308	737	394	506	1828
KH2013:KH.C4.785	137	289	147	93	92	494
KH2013:KH.C4.787	66	159	74	46	41	171
KH2013:KH.C4.788	9	24	13	3	14	29
KH2013:KH.C4.789	17	56	7	21	20	46
KH2013:KH.C4.79	0	0	0	0	0	0
KH2013:KH.C4.790	5	19	13	5	11	45
KH2013:KH.C4.791	27	47	32	18	23	85
KH2013:KH.C4.792	120	316	143	65	152	449
KH2013:KH.C4.793	6	19	6	11	14	54
KH2013:KH.C4.794	133	451	228	111	151	707
KH2013:KH.C4.795	527	1264	664	316	316	2305
KH2013:KH.C4.796	83	184	66	48	65	230
KH2013:KH.C4.797	17	14	7	7	7	12
KH2013:KH.C4.798	203	501	261	146	187	815
KH2013:KH.C4.799	72	90	39	39	45	115
KH2013:KH.C4.8	80	191	54	50	32	219
KH2013:KH.C4.80	202	492	278	136	157	669
KH2013:KH.C4.800	170	529	244	143	172	838
KH2013:KH.C4.801	4	39	27	12	19	45
KH2013:KH.C4.802	352	883	576	273	397	1519
KH2013:KH.C4.803	4	8	2	2	6	9
KH2013:KH.C4.804	5	9	11	2	11	5
KH2013:KH.C4.805	333	989	517	271	392	1361
KH2013:KH.C4.806	7	27	30	11	17	71
KH2013:KH.C4.807	2	0	0	0	4	0
KH2013:KH.C4.808	297	747	443	258	323	1393
KH2013:KH.C4.809	14	52	30	14	10	79
KH2013:KH.C4.81	170	574	285	197	196	799
KH2013:KH.C4.810	90	283	129	84	96	463
KH2013:KH.C4.811	244	576	316	204	233	995
KH2013:KH.C4.82	218	708	377	171	227	995
KH2013:KH.C4.83	511	1151	585	322	409	1767
KH2013:KH.C4.84	289	770	322	534	495	1320
KH2013:KH.C4.85	70	209	128	70	86	378
KH2013:KH.C4.86	50	140	63	36	60	253
KH2013:KH.C4.87	436	1071	567	321	393	1633
KH2013:KH.C4.88	356	851	435	264	359	1340
KH2013:KH.C4.89	453	1067	577	300	261	1530
KH2013:KH.C4.9	151	378	167	126	154	534
KH2013:KH.C4.90	981	2637	1093	794	1277	3834
KH2013:KH.C4.91	347	980	607	314	336	1494
KH2013:KH.C4.92	166	460	263	125	169	765
KH2013:KH.C4.93	0	2	0	1	0	6
KH2013:KH.C4.94	20	75	35	23	36	68
KH2013:KH.C4.95	119	238	124	91	118	389
KH2013:KH.C4.96	19	55	26	15	25	76
KH2013:KH.C4.97	4	6	1	4	1	6
KH2013:KH.C4.99	23	48	31	15	15	92
KH2013:KH.C5.1	34	277	90	92	98	262
KH2013:KH.C5.10	7	44	18	7	8	76
KH2013:KH.C5.100	26	106	58	43	44	176
